date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:38:24	7577/7577	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Jun%202025%2000:32:34%20GMT	https://app.semovi.cdmx.gob.mx/validacionqr/license/qr/check/372aa449-2d02-495e-9079-34631c719b61	C:/Mis%20lugares%20Web/cdmx/app.semovi.cdmx.gob.mx/validacionqr/license/qr/check/372aa449-2d02-495e-9079-34631c719b61.html	(from )
18:38:25	96/96	---M--	200	added ('OK')	text/plain	etag:%2265d3d48e-60%22	https://app.semovi.cdmx.gob.mx/robots.txt		(from )
18:38:25	71752/71752	---M-Z	200	added ('OK')	text/css	etag:%225eb436a8-11848%22	https://cdnjs.cloudflare.com/ajax/libs/animate.css/4.0.0/animate.min.css	C:/Mis%20lugares%20Web/cdmx/cdnjs.cloudflare.com/ajax/libs/animate.css/4.0.0/animate.min.css	(from https://app.semovi.cdmx.gob.mx/validacionqr/license/qr/check/372aa449-2d02-495e-9079-34631c719b61)
18:38:26	145633/145633	---M--	200	added ('OK')	image/png	etag:%22238e1-63286a4697d01%22	https://app.semovi.cdmx.gob.mx/validacionqr/assets/images/logo.png	C:/Mis%20lugares%20Web/cdmx/app.semovi.cdmx.gob.mx/validacionqr/assets/images/logo.png	(from https://app.semovi.cdmx.gob.mx/validacionqr/license/qr/check/372aa449-2d02-495e-9079-34631c719b61)
18:38:26	11595/11595	---M--	200	added ('OK')	image/png	etag:%222d4b-6154f122f2c04%22	https://app.semovi.cdmx.gob.mx/validacionqr/assets/images/licencia.png	C:/Mis%20lugares%20Web/cdmx/app.semovi.cdmx.gob.mx/validacionqr/assets/images/licencia.png	(from https://app.semovi.cdmx.gob.mx/validacionqr/license/qr/check/372aa449-2d02-495e-9079-34631c719b61)
18:38:27	182377/182377	---M--	200	added ('OK')	text/css	etag:%222c869-5b2e871ec212e%22	https://app.semovi.cdmx.gob.mx/validacionqr/css/app.css	C:/Mis%20lugares%20Web/cdmx/app.semovi.cdmx.gob.mx/validacionqr/css/app.css	(from https://app.semovi.cdmx.gob.mx/validacionqr/license/qr/check/372aa449-2d02-495e-9079-34631c719b61)
18:38:29	375822/375822	---M--	200	added ('OK')	image/png	etag:%225bc0e-63286a4697919%22	https://app.semovi.cdmx.gob.mx/validacionqr/assets/images/cdmx.png	C:/Mis%20lugares%20Web/cdmx/app.semovi.cdmx.gob.mx/validacionqr/assets/images/cdmx.png	(from https://app.semovi.cdmx.gob.mx/validacionqr/license/qr/check/372aa449-2d02-495e-9079-34631c719b61)
18:38:39	1474212/1474212	---M--	200	added ('OK')	application/javascript	etag:%22167ea4-5b2e871ec389e%22	https://app.semovi.cdmx.gob.mx/validacionqr/js/app.js	C:/Mis%20lugares%20Web/cdmx/app.semovi.cdmx.gob.mx/validacionqr/js/app.js	(from https://app.semovi.cdmx.gob.mx/validacionqr/license/qr/check/372aa449-2d02-495e-9079-34631c719b61)
